58368,22708
58567,22286
58767,25566
58968,19520
59167,21878
59367,26824
59568,24984
59767,18858
59967,23098
60168,22642
60367,21638
60567,22352
60768,26538
60967,24072
61167,21260
61368,24652
61568,22462
61767,23606
61968,22542
62168,25216
62367,25184
62567,23832
62768,24980
62967,24338
63167,26354
63368,22874
63567,25456
63767,25314
63968,25192
64167,23032
64367,23904
64568,25512
64768,23592
64967,22690
65168,26374
65368,25044
65567,23834
65768,23388
65968,26536
66167,24684
66368,22604
66568,25256
66767,25168
66968,24672
67168,23462
67367,25210
67567,26408
67768,25450
67968,23294
68167,26742
68368,25264
68568,24956
68767,18938
68968,25816
69168,26916
69367,24052
69568,25162
69768,24784
69967,26028
70168,24380
70368,24342
70567,25208
70768,25238
70968,23052
71168,25682
71368,25758
71568,23282
71768,25546
71968,24442
72168,21480
72368,24524
72567,24604
72768,24306
72968,25386
73167,22702
73368,23602
73568,24706
73767,23530
73968,21922
74168,26764
74368,24040
74568,23034
74768,26280
74968,24260
75168,24796
75368,20692
75568,24210
75768,20484
75968,22948
76168,24918
76368,24208
76568,24644
76768,22492
76968,24174
77168,25888
77368,21282
77568,27750
77768,23432
77968,25430
78168,22088
78368,25734
78568,23470
78768,21896
78968,25380
79168,23784
79368,21638
79568,25030
79768,22588
79968,32536
80168,20180
80368,25542
80568,22758
80769,21576
80968,25552
81168,23708
81369,21750
81568,24972
81768,24686
81968,22436
82168,24948
82368,23774
82568,24802
82768,19344
82968,26038
83168,24436
83368,25132
83568,20118
83768,26202
83969,25236
84168,25156
84368,23576
84569,26716
84768,24886
84968,24336
85169,21352
85368,25408
85568,25388
85769,23130
85968,22918
86168,24682
86369,25588
86568,23548
86768,24454
86968,25806
87169,27018
87368,24046
87568,23838
87769,30678
87968,26516
88168,21578
88369,26220
88568,24482
88768,27064
88969,19334
89168,25478
89368,25998
89569,23488
89768,24108
89968,28032
90169,25840
90369,21542
90568,25700
90769,26894
90969,22992
91168,23258
91369,24768
91569,26302
91768,22448
91968,28438
92169,25408
92368,23324
92568,25268
92769,24496
92968,22540
93168,26446
93369,28504
93569,22464
93768,24646
93969,25974
94169,24654
94368,22596
94569,24928
94769,28530
94968,24642
95169,21596
95369,21130
95568,25386
95769,23740
95969,22706
96168,26430
96368,25220
96569,24922
96769,20556
96968,28724
97169,18800
97369,33740
97568,13894
97769,30712
97969,31712
98168, 8382
98369,43128
98569,13820
98768,23846
98969,27030
99169,21774
99368,30898
99569,14292
99769,36686
99969,12858
100169,32656
100369,14368
100569,34776
100768,16844
100969,30712
101169,19330
101368,35046
101569,18588
101769,40390
101968,13946
102169,39130
102369,13488
102568,35334
102769,12174
102969,31696
103169,14036
103369,29386
103569,15112
103769,26730
103969,19676
104169,29674
104369,23770
104569,24386
104769,25110
104969,21268
105169,27252
105369,17306
105569,31218
105768,18070
105969,30456
106169,21580
106369,25934
106569,23902
106769,27150
106969,24540
107169,24686
107369,26818
107569,24588
107769,26836
107969,22990
108169,26820
108369,26120
108569,23688
108769,27642
108969,21418
109169,25614
109369,23470
109570,28184
109769,25050
109969,23282
110170,22908
110369,25116
110569,25998
110769,22534
110969,28144
111169,26300
111369,25994
111569,21602
111769,27446
111969,26268
112169,25194
112369,23610
112569,25388
112770,24190
112969,28282
113169,21708
113370,26256
113569,25718
113769,27494
113970,22652
114169,26652
114369,23964
114570,26968
114769,23726
114969,24776
115169,30164
115369,29458
115569,23684
115769,24228
115970,25958
116169,28186
116369,25340
116570,24844
116769,47304
116969,27366
117170,25276
117369,23812
117569,26464
117770,27592
117969,25516
118169,24892
118370,27762
118569,28748
118769,23452
118970,24872
119170,28450
119369,27570
119570,24112
119770,26746
119969,29146
120170,25146
120370,23328
120569,27272
120769,29610
120970,25896
121169,23140
121369,27260
121570,26356
121769,26796
121969,23692
122170,27444
122370,28254
122569,27088
122770,24422
122970,28250
123169,28436
123370,25742
123570,24188
123769,31222
123970,28354
124170,25950
124369,27786
124570,31098
124770,29242
124969,27166
125169,29266
125370,27680
125570,27248
125769,24968
125970,24648
126170,30706
126369,28640
126570,26256
126770,26018
126969,31882
127170,27600
127370,25136
127569,26352
127770,26446
127970,27676
128169,27880
128370,23080
128570,28046
128770,28838
128970,26408
129170,24140
129370,29576
129570,29184
129770,25622
129970,23270
130169,25322
130370,29250
130570,23480
130769,21762
130970,28946
131170,28208
131369,23654
131570,24914
131770,26724
131970,30508
132170,24358
132370,24956
132570,27940
132770,29932
132970,22152
133170,23650
133370,24504
133570,25130
133770,25992
133970,21174
134170,26192
134370,28834
134569,22740
134770,23642
134970,24378
135170,28554
135370,24092
135570,25062
135770,24302
135970,30548
136170,23488
136370,24070
136570,24528
136770,28032
136970,23662
137170,26696
137370,26154
137570,27482
137771,25204
137970,25404
138170,26048
138371,28808
138570,23976
138770,26808
138970,26926
139170,27850
139370,23704
139570,30424
139770,27762
139970,28016
140170,23438
140370,29636
140570,29436
140770,25782
140971,24990
141170,27276
141370,31266
141571,24272
141770,24324
141970,27190
142171,30022
142370,25390
142570,24474
142771,27950
142970,29034
143170,23460
143371,28810
143570,29406
143770,26294
143970,23624
144171,27684
144370,29344
144570,25892
144771,25438
144970,29110
145170,28778
145371,26878
145570,23960
145770,28606
145971,31250
146170,27366
146370,24820
146571,29774
146770,30532
146970,25914
147171,24792
147371,28994
147570,27850
147771,25926
147971,24416
148170,27808
148371,28938
148571,22804
148770,26538
148971,27690
149171,27120
149370,22914
149570,27228
149771,29072
149970,27884
150170,24144
150371,27132
150571,23274
150770,23564
150971,20046
151171,20822
151370,20810
151571,26088
151771,26392
151970,21300
152171,26828
152371,24154
152570,26718
152771,24240
152971,19410
153170,28054
153371,23158
153571,18426
153771,24612
153970,24952
154171,24402
154371,21460
154570,28262
154771,26294
154971,21236
155170,27192
155371,27484
155571,26146
155770,22694
155971,23648
156171,26706
156370,26026
156571,21696
156771,25982
156971,27058
157171,26212
157371,21906
157571,25764
157771,25306
157971,27228
158171,22700
